"","League","LID","CID","Club","MostHomeGoals","MostAwayGoals","xL","xC","yH","yG","L","yd"
"844","BUNDESLIGA",10,125,"Eintracht_Frankfurt",3,5,"4","71",3,5,10,-2
"845","BUNDESLIGA",10,125,"Eintracht_Frankfurt",5,3,"4","71",5,3,10,2
"846","BUNDESLIGA",10,125,"Eintracht_Frankfurt",6,4,"4","71",6,4,10,2
"847","BUNDESLIGA",10,125,"Eintracht_Frankfurt",3,3,"4","71",3,3,10,0
"848","BUNDESLIGA",10,131,"Bayer_Leverkusen",4,3,"4","72",4,3,10,1
"849","BUNDESLIGA",10,131,"Bayer_Leverkusen",5,4,"4","72",5,4,10,1
"850","BUNDESLIGA",10,131,"Bayer_Leverkusen",4,3,"4","72",4,3,10,1
"851","BUNDESLIGA",10,131,"Bayer_Leverkusen",6,6,"4","72",6,6,10,0
"852","BUNDESLIGA",10,131,"Bayer_Leverkusen",5,4,"4","72",5,4,10,1
"853","BUNDESLIGA",10,131,"Bayer_Leverkusen",5,5,"4","72",5,5,10,0
"854","BUNDESLIGA",10,131,"Bayer_Leverkusen",3,3,"4","72",3,3,10,0
"855","BUNDESLIGA",10,131,"Bayer_Leverkusen",4,3,"4","72",4,3,10,1
"856","BUNDESLIGA",10,131,"Bayer_Leverkusen",5,4,"4","72",5,4,10,1
"857","BUNDESLIGA",10,131,"Bayer_Leverkusen",4,5,"4","72",4,5,10,-1
"858","BUNDESLIGA",10,131,"Bayer_Leverkusen",4,4,"4","72",4,4,10,0
"859","BUNDESLIGA",10,131,"Bayer_Leverkusen",4,4,"4","72",4,4,10,0
"860","BUNDESLIGA",10,131,"Bayer_Leverkusen",5,4,"4","72",5,4,10,1
"861","BUNDESLIGA",10,131,"Bayer_Leverkusen",5,4,"4","72",5,4,10,1
"862","BUNDESLIGA",10,131,"Bayer_Leverkusen",5,3,"4","72",5,3,10,2
"863","BUNDESLIGA",10,131,"Bayer_Leverkusen",5,3,"4","72",5,3,10,2
"864","BUNDESLIGA",10,131,"Bayer_Leverkusen",3,6,"4","72",3,6,10,-3
"865","BUNDESLIGA",10,3841,"FC_Augsburg",3,2,"4","73",3,2,10,1
"866","BUNDESLIGA",10,3841,"FC_Augsburg",3,3,"4","73",3,3,10,0
"867","BUNDESLIGA",10,3841,"FC_Augsburg",4,4,"4","73",4,4,10,0
"868","BUNDESLIGA",10,3841,"FC_Augsburg",4,3,"4","73",4,3,10,1
"869","BUNDESLIGA",10,3841,"FC_Augsburg",3,4,"4","73",3,4,10,-1
"870","BUNDESLIGA",10,3841,"FC_Augsburg",4,2,"4","73",4,2,10,2
"871","BUNDESLIGA",10,127,"Hamburg_SV",5,3,"4","74",5,3,10,2
"872","BUNDESLIGA",10,127,"Hamburg_SV",5,4,"4","74",5,4,10,1
"873","BUNDESLIGA",10,127,"Hamburg_SV",4,3,"4","74",4,3,10,1
"874","BUNDESLIGA",10,127,"Hamburg_SV",4,3,"4","74",4,3,10,1
"875","BUNDESLIGA",10,127,"Hamburg_SV",4,6,"4","74",4,6,10,-2
"876","BUNDESLIGA",10,127,"Hamburg_SV",3,3,"4","74",3,3,10,0
"877","BUNDESLIGA",10,127,"Hamburg_SV",4,3,"4","74",4,3,10,1
"878","BUNDESLIGA",10,127,"Hamburg_SV",7,3,"4","74",7,3,10,4
"879","BUNDESLIGA",10,127,"Hamburg_SV",3,4,"4","74",3,4,10,-1
"880","BUNDESLIGA",10,127,"Hamburg_SV",4,4,"4","74",4,4,10,0
"881","BUNDESLIGA",10,127,"Hamburg_SV",6,3,"4","74",6,3,10,3
"882","BUNDESLIGA",10,127,"Hamburg_SV",3,2,"4","74",3,2,10,1
"883","BUNDESLIGA",10,127,"Hamburg_SV",3,4,"4","74",3,4,10,-1
"884","BUNDESLIGA",10,127,"Hamburg_SV",4,5,"4","74",4,5,10,-1
"885","BUNDESLIGA",10,127,"Hamburg_SV",3,3,"4","74",3,3,10,0
"886","BUNDESLIGA",10,127,"Hamburg_SV",3,3,"4","74",3,3,10,0
"887","BUNDESLIGA",10,127,"Hamburg_SV",2,3,"4","74",2,3,10,-1
"888","BUNDESLIGA",10,2950,"Mainz",5,6,"4","75",5,6,10,-1
"889","BUNDESLIGA",10,2950,"Mainz",5,3,"4","75",5,3,10,2
"890","BUNDESLIGA",10,2950,"Mainz",4,2,"4","75",4,2,10,2
"891","BUNDESLIGA",10,2950,"Mainz",3,3,"4","75",3,3,10,0
"892","BUNDESLIGA",10,2950,"Mainz",4,4,"4","75",4,4,10,0
"893","BUNDESLIGA",10,2950,"Mainz",4,3,"4","75",4,3,10,1
"894","BUNDESLIGA",10,2950,"Mainz",3,3,"4","75",3,3,10,0
"895","BUNDESLIGA",10,2950,"Mainz",3,4,"4","75",3,4,10,-1
"896","BUNDESLIGA",10,2950,"Mainz",5,3,"4","75",5,3,10,2
"897","BUNDESLIGA",10,2950,"Mainz",4,3,"4","75",4,3,10,1
"898","BUNDESLIGA",10,2950,"Mainz",4,3,"4","75",4,3,10,1
"899","BUNDESLIGA",10,138,"Vfl_Wolfsburg",6,3,"4","76",6,3,10,3
"900","BUNDESLIGA",10,138,"Vfl_Wolfsburg",5,4,"4","76",5,4,10,1
"901","BUNDESLIGA",10,138,"Vfl_Wolfsburg",3,2,"4","76",3,2,10,1
"902","BUNDESLIGA",10,138,"Vfl_Wolfsburg",5,3,"4","76",5,3,10,2
"903","BUNDESLIGA",10,138,"Vfl_Wolfsburg",5,2,"4","76",5,2,10,3
"904","BUNDESLIGA",10,138,"Vfl_Wolfsburg",2,4,"4","76",2,4,10,-2
"905","BUNDESLIGA",10,138,"Vfl_Wolfsburg",3,2,"4","76",3,2,10,1
"906","BUNDESLIGA",10,138,"Vfl_Wolfsburg",4,4,"4","76",4,4,10,0
"907","BUNDESLIGA",10,138,"Vfl_Wolfsburg",5,5,"4","76",5,5,10,0
"908","BUNDESLIGA",10,138,"Vfl_Wolfsburg",4,4,"4","76",4,4,10,0
"909","BUNDESLIGA",10,138,"Vfl_Wolfsburg",4,3,"4","76",4,3,10,1
"910","BUNDESLIGA",10,138,"Vfl_Wolfsburg",4,4,"4","76",4,4,10,0
"911","BUNDESLIGA",10,138,"Vfl_Wolfsburg",3,5,"4","76",3,5,10,-2
"912","BUNDESLIGA",10,138,"Vfl_Wolfsburg",4,3,"4","76",4,3,10,1
"913","BUNDESLIGA",10,138,"Vfl_Wolfsburg",4,5,"4","76",4,5,10,-1
"914","BUNDESLIGA",10,138,"Vfl_Wolfsburg",6,4,"4","76",6,4,10,2
"915","BUNDESLIGA",10,138,"Vfl_Wolfsburg",3,3,"4","76",3,3,10,0
"916","BUNDESLIGA",10,6367,"FC_Ingolstadt_04",3,2,"4","77",3,2,10,1
"917","BUNDESLIGA",10,6367,"FC_Ingolstadt_04",3,3,"4","77",3,3,10,0
"918","BUNDESLIGA",10,3812,"SV_Darmstadt_98",2,2,"4","78",2,2,10,0
"919","BUNDESLIGA",10,3812,"SV_Darmstadt_98",3,2,"4","78",3,2,10,1
"920","EPL",23,363,"Chelsea",5,3,"5","79",5,3,23,2
"921","EPL",23,363,"Chelsea",5,3,"5","79",5,3,23,2
"922","EPL",23,363,"Chelsea",5,5,"5","79",5,5,23,0
"923","EPL",23,363,"Chelsea",4,4,"5","79",4,4,23,0
"924","EPL",23,363,"Chelsea",5,4,"5","79",5,4,23,1
"925","EPL",23,363,"Chelsea",4,4,"5","79",4,4,23,0
"926","EPL",23,363,"Chelsea",6,4,"5","79",6,4,23,2
"927","EPL",23,363,"Chelsea",5,5,"5","79",5,5,23,0
"928","EPL",23,363,"Chelsea",8,5,"5","79",8,5,23,3
"929","EPL",23,363,"Chelsea",6,6,"5","79",6,6,23,0
"930","EPL",23,363,"Chelsea",6,5,"5","79",6,5,23,1
"931","EPL",23,363,"Chelsea",8,4,"5","79",8,4,23,4
"932","EPL",23,363,"Chelsea",6,4,"5","79",6,4,23,2
"933","EPL",23,363,"Chelsea",4,6,"5","79",4,6,23,-2
"934","EPL",23,363,"Chelsea",5,4,"5","79",5,4,23,1
"935","EPL",23,363,"Chelsea",5,3,"5","79",5,3,23,2
"936","EPL",23,367,"Tottenham_Hotspur",4,2,"5","80",4,2,23,2
"937","EPL",23,367,"Tottenham_Hotspur",4,3,"5","80",4,3,23,1
"938","EPL",23,367,"Tottenham_Hotspur",5,4,"5","80",5,4,23,1
"939","EPL",23,367,"Tottenham_Hotspur",5,2,"5","80",5,2,23,3
"940","EPL",23,367,"Tottenham_Hotspur",3,3,"5","80",3,3,23,0
"941","EPL",23,367,"Tottenham_Hotspur",5,4,"5","80",5,4,23,1
"942","EPL",23,367,"Tottenham_Hotspur",6,3,"5","80",6,3,23,3
"943","EPL",23,367,"Tottenham_Hotspur",4,4,"5","80",4,4,23,0
"944","EPL",23,367,"Tottenham_Hotspur",9,5,"5","80",9,5,23,4
"945","EPL",23,367,"Tottenham_Hotspur",4,3,"5","80",4,3,23,1
"946","EPL",23,367,"Tottenham_Hotspur",5,4,"5","80",5,4,23,1
"947","EPL",23,367,"Tottenham_Hotspur",3,4,"5","80",3,4,23,-1
"948","EPL",23,367,"Tottenham_Hotspur",5,4,"5","80",5,4,23,1
"949","EPL",23,367,"Tottenham_Hotspur",5,3,"5","80",5,3,23,2
"950","EPL",23,367,"Tottenham_Hotspur",4,5,"5","80",4,5,23,-1
"951","EPL",23,367,"Tottenham_Hotspur",5,7,"5","80",5,7,23,-2
"952","EPL",23,382,"Manchester_City",4,3,"5","81",4,3,23,1
"953","EPL",23,382,"Manchester_City",6,3,"5","81",6,3,23,3
"954","EPL",23,382,"Manchester_City",4,3,"5","81",4,3,23,1
"955","EPL",23,382,"Manchester_City",4,5,"5","81",4,5,23,-1
"956","EPL",23,382,"Manchester_City",3,3,"5","81",3,3,23,0
"957","EPL",23,382,"Manchester_City",4,3,"5","81",4,3,23,1
"958","EPL",23,382,"Manchester_City",6,3,"5","81",6,3,23,3
"959","EPL",23,382,"Manchester_City",5,6,"5","81",5,6,23,-1
"960","EPL",23,382,"Manchester_City",5,4,"5","81",5,4,23,1
"961","EPL",23,382,"Manchester_City",5,6,"5","81",5,6,23,-1
"962","EPL",23,382,"Manchester_City",5,4,"5","81",5,4,23,1
"963","EPL",23,382,"Manchester_City",7,5,"5","81",7,5,23,2
"964","EPL",23,382,"Manchester_City",6,4,"5","81",6,4,23,2
"965","EPL",23,382,"Manchester_City",6,4,"5","81",6,4,23,2
"966","EPL",23,382,"Manchester_City",5,5,"5","81",5,5,23,0
"967","EPL",23,364,"Liverpool",5,6,"5","82",5,6,23,-1
"968","EPL",23,364,"Liverpool",3,6,"5","82",3,6,23,-3
"969","EPL",23,364,"Liverpool",4,3,"5","82",4,3,23,1
"970","EPL",23,364,"Liverpool",3,5,"5","82",3,5,23,-2
"971","EPL",23,364,"Liverpool",5,3,"5","82",5,3,23,2
"972","EPL",23,364,"Liverpool",4,4,"5","82",4,4,23,0
"973","EPL",23,364,"Liverpool",6,3,"5","82",6,3,23,3
"974","EPL",23,364,"Liverpool",5,5,"5","82",5,5,23,0
"975","EPL",23,364,"Liverpool",6,4,"5","82",6,4,23,2
"976","EPL",23,364,"Liverpool",5,5,"5","82",5,5,23,0
"977","EPL",23,364,"Liverpool",4,3,"5","82",4,3,23,1
"978","EPL",23,364,"Liverpool",5,6,"5","82",5,6,23,-1
"979","EPL",23,364,"Liverpool",5,6,"5","82",5,6,23,-1
"980","EPL",23,364,"Liverpool",4,3,"5","82",4,3,23,1
"981","EPL",23,364,"Liverpool",4,6,"5","82",4,6,23,-2
"982","EPL",23,364,"Liverpool",6,4,"5","82",6,4,23,2
"983","EPL",23,359,"Arsenal",4,4,"5","83",4,4,23,0
"984","EPL",23,359,"Arsenal",6,5,"5","83",6,5,23,1
"985","EPL",23,359,"Arsenal",7,5,"5","83",7,5,23,2
"986","EPL",23,359,"Arsenal",7,4,"5","83",7,4,23,3
"987","EPL",23,359,"Arsenal",6,4,"5","83",6,4,23,2
"988","EPL",23,359,"Arsenal",5,6,"5","83",5,6,23,-1
"989","EPL",23,359,"Arsenal",4,4,"5","83",4,4,23,0
"990","EPL",23,359,"Arsenal",6,6,"5","83",6,6,23,0
"991","EPL",23,359,"Arsenal",6,4,"5","83",6,4,23,2
"992","EPL",23,359,"Arsenal",7,5,"5","83",7,5,23,2
"993","EPL",23,359,"Arsenal",7,5,"5","83",7,5,23,2
"994","EPL",23,359,"Arsenal",4,3,"5","83",4,3,23,1
"995","EPL",23,359,"Arsenal",5,3,"5","83",5,3,23,2
"996","EPL",23,359,"Arsenal",4,5,"5","83",4,5,23,-1
"997","EPL",23,359,"Arsenal",3,5,"5","83",3,5,23,-2
"998","EPL",23,360,"Manchester_United",6,5,"5","84",6,5,23,1
"999","EPL",23,360,"Manchester_United",5,6,"5","84",5,6,23,-1
"1000","EPL",23,360,"Manchester_United",4,4,"5","84",4,4,23,0
"1001","EPL",23,360,"Manchester_United",5,4,"5","84",5,4,23,1
"1002","EPL",23,360,"Manchester_United",4,3,"5","84",4,3,23,1
"1003","EPL",23,360,"Manchester_United",5,4,"5","84",5,4,23,1
"1004","EPL",23,360,"Manchester_United",6,5,"5","84",6,5,23,1
"1005","EPL",23,360,"Manchester_United",5,5,"5","84",5,5,23,0
"1006","EPL",23,360,"Manchester_United",5,5,"5","84",5,5,23,0
"1007","EPL",23,360,"Manchester_United",7,4,"5","84",7,4,23,3
"1008","EPL",23,360,"Manchester_United",8,5,"5","84",8,5,23,3
"1009","EPL",23,360,"Manchester_United",4,5,"5","84",4,5,23,-1
"1010","EPL",23,360,"Manchester_United",4,4,"5","84",4,4,23,0
"1011","EPL",23,360,"Manchester_United",4,3,"5","84",4,3,23,1
"1012","EPL",23,360,"Manchester_United",3,3,"5","84",3,3,23,0
"1013","EPL",23,360,"Manchester_United",4,3,"5","84",4,3,23,1
"1014","EPL",23,368,"Everton",5,4,"5","85",5,4,23,1
"1015","EPL",23,368,"Everton",2,3,"5","85",2,3,23,-1
"1016","EPL",23,368,"Everton",4,3,"5","85",4,3,23,1
"1017","EPL",23,368,"Everton",4,3,"5","85",4,3,23,1
"1018","EPL",23,368,"Everton",4,2,"5","85",4,2,23,2
"1019","EPL",23,368,"Everton",4,3,"5","85",4,3,23,1
"1020","EPL",23,368,"Everton",7,3,"5","85",7,3,23,4
"1021","EPL",23,368,"Everton",4,3,"5","85",4,3,23,1
"1022","EPL",23,368,"Everton",5,3,"5","85",5,3,23,2
"1023","EPL",23,368,"Everton",5,3,"5","85",5,3,23,2
"1024","EPL",23,368,"Everton",4,4,"5","85",4,4,23,0
"1025","EPL",23,368,"Everton",3,3,"5","85",3,3,23,0
"1026","EPL",23,368,"Everton",4,3,"5","85",4,3,23,1
"1027","EPL",23,368,"Everton",3,3,"5","85",3,3,23,0
"1028","EPL",23,368,"Everton",6,3,"5","85",6,3,23,3
"1029","EPL",23,368,"Everton",6,3,"5","85",6,3,23,3
"1030","EPL",23,376,"Southampton",3,4,"5","86",3,4,23,-1
"1031","EPL",23,376,"Southampton",4,2,"5","86",4,2,23,2
"1032","EPL",23,376,"Southampton",3,4,"5","86",3,4,23,-1
"1033","EPL",23,376,"Southampton",4,3,"5","86",4,3,23,1
"1034","EPL",23,376,"Southampton",4,3,"5","86",4,3,23,1
"1035","EPL",23,376,"Southampton",4,3,"5","86",4,3,23,1
"1036","EPL",23,376,"Southampton",8,3,"5","86",8,3,23,5
"1037","EPL",23,376,"Southampton",4,4,"5","86",4,4,23,0
"1038","EPL",23,376,"Southampton",3,4,"5","86",3,4,23,-1
"1039","EPL",23,349,"AFC_Bournemouth",3,4,"5","87",3,4,23,-1
"1040","EPL",23,349,"AFC_Bournemouth",6,3,"5","87",6,3,23,3
"1041","EPL",23,383,"West_Bromwich_Albion",2,2,"5","88",2,2,23,0
"1042","EPL",23,383,"West_Bromwich_Albion",2,4,"5","88",2,4,23,-2
"1043","EPL",23,383,"West_Bromwich_Albion",4,2,"5","88",4,2,23,2
"1044","EPL",23,383,"West_Bromwich_Albion",3,2,"5","88",3,2,23,1
"1045","EPL",23,383,"West_Bromwich_Albion",3,4,"5","88",3,4,23,-1
"1046","EPL",23,383,"West_Bromwich_Albion",4,5,"5","88",4,5,23,-1
"1047","EPL",23,383,"West_Bromwich_Albion",5,4,"5","88",5,4,23,1
"1048","EPL",23,383,"West_Bromwich_Albion",3,3,"5","88",3,3,23,0
"1049","EPL",23,383,"West_Bromwich_Albion",4,2,"5","88",4,2,23,2
"1050","EPL",23,383,"West_Bromwich_Albion",3,2,"5","88",3,2,23,1
"1051","EPL",23,383,"West_Bromwich_Albion",4,2,"5","88",4,2,23,2
"1052","EPL",23,371,"West_Ham_United",4,4,"5","89",4,4,23,0
"1053","EPL",23,371,"West_Ham_United",3,3,"5","89",3,3,23,0
"1054","EPL",23,371,"West_Ham_United",4,3,"5","89",4,3,23,1
"1055","EPL",23,371,"West_Ham_United",3,3,"5","89",3,3,23,0
"1056","EPL",23,371,"West_Ham_United",3,5,"5","89",3,5,23,-2
"1057","EPL",23,371,"West_Ham_United",4,4,"5","89",4,4,23,0
"1058","EPL",23,371,"West_Ham_United",5,3,"5","89",5,3,23,2
"1059","EPL",23,371,"West_Ham_United",3,3,"5","89",3,3,23,0
"1060","EPL",23,371,"West_Ham_United",4,2,"5","89",4,2,23,2
"1061","EPL",23,371,"West_Ham_United",3,3,"5","89",3,3,23,0
"1062","EPL",23,371,"West_Ham_United",3,3,"5","89",3,3,23,0
"1063","EPL",23,371,"West_Ham_United",3,3,"5","89",3,3,23,0
"1064","EPL",23,371,"West_Ham_United",3,4,"5","89",3,4,23,-1
"1065","EPL",23,375,"Leicester_City",2,3,"5","90",2,3,23,-1
"1066","EPL",23,375,"Leicester_City",4,4,"5","90",4,4,23,0
"1067","EPL",23,375,"Leicester_City",5,3,"5","90",5,3,23,2
"1068","EPL",23,375,"Leicester_City",4,3,"5","90",4,3,23,1
"1069","EPL",23,375,"Leicester_City",4,3,"5","90",4,3,23,1
"1070","EPL",23,336,"Stoke_City",3,2,"5","91",3,2,23,1
"1071","EPL",23,336,"Stoke_City",3,2,"5","91",3,2,23,1
"1072","EPL",23,336,"Stoke_City",4,3,"5","91",4,3,23,1
"1073","EPL",23,336,"Stoke_City",3,2,"5","91",3,2,23,1
"1074","EPL",23,336,"Stoke_City",3,2,"5","91",3,2,23,1
"1075","EPL",23,336,"Stoke_City",4,4,"5","91",4,4,23,0
"1076","EPL",23,336,"Stoke_City",6,2,"5","91",6,2,23,4
"1077","EPL",23,336,"Stoke_City",3,4,"5","91",3,4,23,-1
"1078","EPL",23,336,"Stoke_City",3,3,"5","91",3,3,23,0
"1079","EPL",23,384,"Crystal_Palace",3,2,"5","92",3,2,23,1
"1080","EPL",23,384,"Crystal_Palace",3,3,"5","92",3,3,23,0
"1081","EPL",23,384,"Crystal_Palace",3,4,"5","92",3,4,23,-1
"1082","EPL",23,384,"Crystal_Palace",5,3,"5","92",5,3,23,2
"1083","EPL",23,384,"Crystal_Palace",4,4,"5","92",4,4,23,0
"1084","EPL",23,318,"Swansea_City",4,3,"5","93",4,3,23,1
"1085","EPL",23,318,"Swansea_City",4,5,"5","93",4,5,23,-1
"1086","EPL",23,318,"Swansea_City",4,3,"5","93",4,3,23,1
"1087","EPL",23,318,"Swansea_City",3,3,"5","93",3,3,23,0
"1088","EPL",23,318,"Swansea_City",3,4,"5","93",3,4,23,-1
"1089","EPL",23,318,"Swansea_City",5,3,"5","93",5,3,23,2
"1090","EPL",23,379,"Burnley",4,4,"5","94",4,4,23,0
"1091","EPL",23,379,"Burnley",2,3,"5","94",2,3,23,-1
"1092","EPL",23,379,"Burnley",4,2,"5","94",4,2,23,2
"1093","EPL",23,395,"Watford",4,2,"5","95",4,2,23,2
"1094","EPL",23,395,"Watford",3,3,"5","95",3,3,23,0
"1095","EPL",23,395,"Watford",3,4,"5","95",3,4,23,-1
"1096","EPL",23,306,"Hull_City",2,3,"5","96",2,3,23,-1
"1097","EPL",23,306,"Hull_City",3,2,"5","96",3,2,23,1
"1098","EPL",23,306,"Hull_City",6,4,"5","96",6,4,23,2
"1099","EPL",23,306,"Hull_City",2,3,"5","96",2,3,23,-1
"1100","EPL",23,306,"Hull_City",4,2,"5","96",4,2,23,2
"1101","EPL",23,369,"Middlesbrough",5,2,"5","97",5,2,23,3
"1102","EPL",23,369,"Middlesbrough",5,3,"5","97",5,3,23,2
"1103","EPL",23,369,"Middlesbrough",5,3,"5","97",5,3,23,2
"1104","EPL",23,369,"Middlesbrough",4,4,"5","97",4,4,23,0
"1105","EPL",23,369,"Middlesbrough",4,3,"5","97",4,3,23,1
"1106","EPL",23,369,"Middlesbrough",5,3,"5","97",5,3,23,2
"1107","EPL",23,369,"Middlesbrough",8,2,"5","97",8,2,23,6
"1108","EPL",23,369,"Middlesbrough",3,2,"5","97",3,2,23,1
"1109","EPL",23,369,"Middlesbrough",3,2,"5","97",3,2,23,1
"1110","EPL",23,366,"Sunderland",2,3,"5","98",2,3,23,-1
"1111","EPL",23,366,"Sunderland",2,2,"5","98",2,2,23,0
"1112","EPL",23,366,"Sunderland",2,2,"5","98",2,2,23,0
"1113","EPL",23,366,"Sunderland",3,3,"5","98",3,3,23,0
"1114","EPL",23,366,"Sunderland",4,4,"5","98",4,4,23,0
"1115","EPL",23,366,"Sunderland",5,3,"5","98",5,3,23,2
"1116","EPL",23,366,"Sunderland",4,3,"5","98",4,3,23,1
"1117","EPL",23,366,"Sunderland",4,4,"5","98",4,4,23,0
"1118","EPL",23,366,"Sunderland",3,3,"5","98",3,3,23,0
"1119","EPL",23,366,"Sunderland",4,4,"5","98",4,4,23,0
"1120","EPL",23,366,"Sunderland",3,3,"5","98",3,3,23,0
"1121","EPL",23,366,"Sunderland",3,4,"5","98",3,4,23,-1
"1122","EPL",23,366,"Sunderland",3,4,"5","98",3,4,23,-1
